999.77,983.3495269361703
999.78,984.6046679361702
999.79,987.1873199361702
999.8,989.1684289361702
999.81,990.2775119361702
999.82,991.8028799361703
999.83,993.5716549361703
999.84,994.5588849361702
999.85,994.8147919361702
999.86,995.7422199361702
999.87,997.0459999361702
999.88,998.3007769361702
999.89,998.8485439361702
999.9,999.1261149361702
999.91,999.4347119361703
999.92,999.9412489361703
999.93,1000.6645389361702
999.94,1001.3539789361703
999.95,1002.0869189361703
999.96,1002.7475539361702
999.97,1003.1247469361703
999.98,1002.7526759361702
999.99,1002.8085169361702
1000.0,1002.5973549361702
1000.01,1001.8761279361702
1000.02,1001.3884579361702
1000.03,1001.6133849361702
1000.04,1003.0349949361703
1000.05,1004.1382589361702
1000.06,1003.4009599361702
1000.07,1002.7715859361703
1000.08,1002.7934169361702
1000.09,1002.9010779361702
1000.1,1002.8540989361702
1000.11,1002.4466219361702
1000.12,1002.1901879361702
1000.13,1002.5558229361702
1000.14,1003.5436159361702
1000.15,1004.4495889361702
1000.16,1005.0923319361702
1000.17,1005.7813399361702
1000.18,1005.9355279361703
1000.19,1006.6044699361703
1000.2,1006.5308359361702
1000.21,1005.1270769361702
1000.22,1004.3014629361702
1000.23,1002.7571829361702
