-1,3
Time_s,F0_Hz
0.780964,140.875289
0.790964,150.552279
0.800964,143.838042
0.810964,143.031966
0.820964,138.648186
0.830964,133.979864
0.840964,129.380706
0.850964,123.699154
0.860964,119.930444
0.870964,117.067446
0.880964,115.332001
0.890964,112.779417
0.900964,110.621048
0.910964,108.549486
0.920964,106.779077
0.930964,105.889948
0.940964,105.838062
0.950964,105.670691
0.960964,105.637872
0.970964,104.829463
0.980964,104.154759
0.990964,103.610641
1.000964,102.135588
1.010964,100.094556
1.020964,99.378765
1.030964,97.962670
1.040964,96.378615
1.050964,96.622002
1.060964,96.279703
1.070964,95.897135
1.080964,98.272273
1.090964,98.407826
1.100964,98.966869
1.110964,92.331292
1.120964,93.346506
1.130964,98.545360
1.140964,98.676981
1.150964,99.983391
1.160964,99.766223
1.170964,99.384198
1.180964,99.845769
1.190964,100.722741
1.200964,101.951836
1.210964,102.829694
1.220964,105.296497
1.230964,106.980369
1.240964,109.672961
1.250964,112.360923
1.260964,116.050649
1.270964,119.945284
1.280964,122.963597
1.290964,125.339947
1.300964,127.167007
1.310964,129.679356
1.320964,132.373150
1.330964,135.656711
1.340964,138.747457
1.350964,142.184542
1.360964,146.201081
1.370964,149.796564
1.380964,153.183029
1.390964,158.727396
