0.179202756,0.324938015,0.041237267,0.605766366
8.30E-04,0.842125562,0.676947582,0.875127931
0.207573176,0.545574224,0.962212959,0.024914767
0.638842839,0.468160006,0.315357405,0.925127423
0.372231727,0.360346148,0.428726739,0.862062916
0.511101974,0.850596288,0.650553831,0.774639506
0.518309865,0.14990721,0.97019995,0.931665507
0.004182092,0.752245045,0.005119328,0.554169453
0.047858819,0.378105112,0.077517257,0.706077147
0.087229184,0.660752368,0.020863793,0.942652339
0.797225919,6.85E-06,0.740997213,0.931294212
0.341862925,0.873756093,0.021807334,0.970597693
0.886306446,0.461976823,0.061508148,0.864768146
0.757827778,0.014626301,0.230843266,0.521101582
0.891459731,0.758304594,0.929676036,0.905000601
0.308288956,0.415310518,0.603928453,0.066968368
0.334500974,0.323031444,0.91786962,0.935794093
0.055227363,0.222039495,0.927742309,0.986591358
0.69523288,0.364413369,0.232439921,0.732146941
0.850966827,0.42540114,0.548992902,0.947779346
0.840233628,0.132942377,0.818690605,0.990266286
0.75198697,0.932089988,0.97328234,0.107046419
0.48872475,0.762298472,0.258088997,0.417395706
0.107732007,0.875038689,0.876256573,0.884593938
