Time_s   F0_Hz
2.180500   211.023262
2.190500   197.619603
2.200500   194.714033
2.210500   194.287935
2.220500   192.843493
2.230500   191.472181
2.240500   190.012618
2.250500   189.659760
2.260500   189.524655
2.270500   187.931354
2.280500   185.874683
2.290500   184.604664
2.300500   183.745634
2.310500   182.754091
2.320500   181.877856
2.330500   181.356884
2.340500   181.011242
2.350500   181.210472
2.360500   181.319808
2.370500   181.338285
2.380500   181.543048
2.390500   182.221973
2.400500   182.591037
2.410500   182.970586
2.420500   182.821194
2.430500   183.111374
2.440500   183.096725
2.450500   183.026787
2.460500   182.939146
2.470500   183.269102
2.480500   184.318188
2.490500   184.970401
2.500500   185.671112
2.510500   186.722540
2.520500   187.663590
2.530500   188.998111
2.540500   189.978459
2.550500   191.757244
2.560500   193.295946
2.570500   194.251089
2.580500   196.189531
2.590500   198.815035
2.600500   200.455791
2.610500   202.797046
2.620500   205.395986
2.630500   207.481929
2.640500   209.087116
2.650500   209.871867
2.660500   210.950512
2.670500   212.423360
2.680500   213.784392
2.690500   217.089301
2.700500   219.404793
2.710500   222.308853
2.720500   227.941445
2.730500   233.308955
2.740500   239.220173
2.750500   248.267568
2.760500   252.703511
2.770500   253.147030
2.780500   252.024807
2.790500   252.354427
2.800500   250.461048
2.810500   257.336935
