18 4
Time_s   F0_Hz
--undefined--   --undefined--
2.924750   129.646844
2.934750   129.314681
2.944750   126.841373
2.954750   125.980296
2.964750   123.667396
2.974750   120.983860
2.984750   120.107119
2.994750   116.214589
3.004750   112.083071
3.014750   108.497170
3.024750   105.986472
3.034750   103.186898
3.044750   98.024219
3.054750   96.710855
3.064750   95.210236
3.074750   94.776922
3.084750   92.097141
3.094750   91.194315
3.104750   90.398793
3.114750   96.396144
3.124750   92.473031
3.134750   91.841283
--undefined--   --undefined--
