28 1
Time_s   F0_Hz
1.035687   293.009254
1.045687   292.712669
1.055687   287.056330
1.065687   283.746308
1.075687   280.710989
1.085687   277.946088
1.095687   275.736477
1.105687   274.496772
1.115687   273.704138
1.125687   272.658366
1.135687   272.748091
1.145687   273.875404
1.155687   274.483780
1.165687   274.749984
1.175687   274.420660
1.185687   274.588634
1.195687   274.582771
1.205687   274.119418
1.215687   273.986170
1.225687   274.447698
1.235687   275.013458
1.245687   275.625295
1.255687   275.690539
1.265687   275.328032
1.275687   275.527309
1.285687   275.126200
1.295687   275.783576
1.305687   279.158032
