3 4
Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
4.023500   256.517629
4.033500   242.831781
4.043500   238.602430
4.053500   237.771773
4.063500   235.725729
4.073500   233.066885
4.083500   230.203646
4.093500   228.395113
4.103500   226.578352
4.113500   223.369158
4.123500   219.866433
4.133500   216.611315
4.143500   211.938354
4.153500   208.955810
4.163500   205.910930
4.173500   201.722482
4.183500   199.584460
4.193500   199.267829
4.203500   198.450867
4.213500   198.802335
4.223500   198.888115
4.233500   202.522595
4.243500   203.756546
4.253500   206.989394
4.263500   211.001126
4.273500   220.514545
4.283500   221.636230
--undefined--   --undefined--
--undefined--   --undefined--
