36 2
Time_s   F0_Hz
3.326750   83.637632
3.336750   89.509425
3.346750   89.555397
3.356750   90.951140
3.366750   91.453932
3.376750   90.845998
3.386750   90.513568
3.396750   89.970467
3.406750   89.067857
3.416750   88.533932
3.426750   88.356599
3.436750   87.662643
3.446750   87.321602
3.456750   86.338044
3.466750   85.735940
3.476750   85.396422
3.486750   85.787754
3.496750   86.227726
3.506750   86.193004
3.516750   86.985986
3.526750   87.174230
3.536750   87.087738
3.546750   87.383271
3.556750   87.490959
3.566750   87.870464
3.576750   89.082654
3.586750   89.119720
3.596750   90.275733
3.606750   91.811625
3.616750   93.215224
3.626750   95.395675
3.636750   97.462051
3.646750   98.091220
3.656750   103.583370
3.666750   107.878470
3.676750   115.697817
3.686750   117.768817
3.696750   121.558336
