3 2
Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.873500   269.437705
1.883500   255.291729
1.893500   240.246292
1.903500   224.276366
1.913500   221.400759
1.923500   215.274632
1.933500   214.010323
1.943500   212.240681
1.953500   211.369807
1.963500   207.383770
1.973500   205.347043
1.983500   203.535313
1.993500   201.652220
2.003500   200.444167
2.013500   199.502955
2.023500   199.413649
2.033500   199.779022
2.043500   199.807689
2.053500   199.954668
2.063500   199.651385
2.073500   199.214000
2.083500   197.523728
2.093500   194.534526
2.103500   192.324643
2.113500   191.769714
2.123500   191.676128
2.133500   192.803695
2.143500   193.677996
2.153500   194.716094
2.163500   194.989027
2.173500   194.719891
2.183500   194.601960
2.193500   193.924079
2.203500   194.086273
2.213500   194.935318
2.223500   197.101834
2.233500   198.489072
2.243500   200.152997
2.253500   201.925788
2.263500   203.279728
2.273500   204.109086
2.283500   203.826677
2.293500   204.949079
2.303500   207.033041
2.313500   209.078415
