8 3
Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
3.691719   264.350641
3.701719   252.020176
3.711719   237.244791
3.721719   228.620380
3.731719   222.973892
3.741719   218.667550
3.751719   214.359878
3.761719   210.068249
3.771719   206.829083
3.781719   204.888434
3.791719   202.600561
3.801719   200.420846
3.811719   198.911509
3.821719   198.040879
3.831719   197.358421
3.841719   196.775726
3.851719   195.824334
3.861719   195.161386
3.871719   194.310570
3.881719   193.311323
3.891719   192.679099
3.901719   191.124946
3.911719   189.561534
3.921719   188.354660
3.931719   187.123046
3.941719   185.726009
3.951719   183.360499
3.961719   181.490283
3.971719   180.619105
3.981719   178.813504
3.991719   178.793988
4.001719   179.226034
4.011719   178.146709
4.021719   177.112265
4.031719   176.140970
4.041719   175.564815
4.051719   175.248920
4.061719   174.031975
4.071719   173.586784
4.081719   175.179099
4.091719   176.834686
4.101719   178.211674
4.111719   180.492072
4.121719   180.288374
4.131719   179.335635
4.141719   184.254518
4.151719   197.194761
4.161719   196.595635
4.171719   212.263348
4.181719   222.393531
--undefined--   --undefined--
