21 2
Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
2.444500   116.278026
2.454500   115.603590
2.464500   113.726146
2.474500   113.088720
2.484500   113.609216
2.494500   121.208552
2.504500   108.859076
2.514500   108.359140
2.524500   105.313796
2.534500   105.895814
2.544500   105.362489
2.554500   104.684203
2.564500   104.461278
2.574500   104.244849
2.584500   105.247647
2.594500   105.979121
2.604500   106.130666
2.614500   106.622013
2.624500   107.315655
2.634500   108.340435
2.644500   108.604401
2.654500   108.698460
2.664500   107.186091
2.674500   106.581831
2.684500   106.303769
2.694500   107.196580
2.704500   107.931217
2.714500   108.953157
2.724500   109.209735
2.734500   110.109695
2.744500   111.428279
2.754500   113.162251
2.764500   115.362267
2.774500   117.357444
2.784500   119.350378
2.794500   120.786624
2.804500   122.706677
2.814500   124.546445
2.824500   126.049477
2.834500   127.490582
2.844500   135.059327
2.854500   138.536758
2.864500   145.021422
2.874500   150.005644
2.884500   155.057863
2.894500   159.114706
--undefined--   --undefined--
--undefined--   --undefined--
