61 1
Time_s   F0_Hz
1.519458   123.655820
1.529458   131.587831
1.539458   130.763284
1.549458   130.918026
1.559458   131.889427
1.569458   132.122526
1.579458   132.617538
1.589458   133.288313
1.599458   134.141304
1.609458   134.260118
1.619458   134.143458
1.629458   134.147884
1.639458   134.052421
1.649458   133.687535
1.659458   133.445654
1.669458   133.860150
1.679458   134.488678
1.689458   135.152584
1.699458   135.383471
1.709458   135.115641
1.719458   134.884459
1.729458   134.620079
1.739458   133.569995
1.749458   132.093274
1.759458   128.211560
1.769458   129.859228
1.779458   130.160439
1.789458   127.449857
