22 1
Time_s   F0_Hz
1.607406   328.021200
1.617406   315.739996
1.627406   317.851986
1.637406   316.362136
1.647406   311.975476
1.657406   307.827179
1.667406   304.091004
1.677406   300.986687
1.687406   297.920310
1.697406   295.410103
1.707406   294.682469
1.717406   294.099812
1.727406   292.714456
1.737406   291.320635
1.747406   291.069634
1.757406   291.620363
1.767406   292.231017
1.777406   292.226044
1.787406   291.281061
1.797406   291.131266
1.807406   291.087922
1.817406   291.287528
1.827406   290.342249
1.837406   288.887918
1.847406   286.764231
1.857406   284.656792
1.867406   289.089956
1.877406   282.723993
1.887406   283.394837
1.897406   282.497630
1.907406   281.984687
1.917406   281.636176
1.927406   279.800527
1.937406   287.742864
1.947406   285.543448
1.957406   283.142833
1.967406   284.601741
1.977406   288.495899
1.987406   287.596921
1.997406   281.622703
2.007406   283.517283
2.017406   281.849932
2.027406   280.675641
2.037406   281.651416
2.047406   281.052067
2.057406   279.818350
2.067406   278.858439
2.077406   278.111969
2.087406   277.476127
2.097406   276.555388
2.107406   275.268292
2.117406   274.790552
2.127406   278.188981
2.137406   281.645362
