22 3
Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
3.622229   200.684513
3.632229   196.235510
3.642229   188.476991
3.652229   184.292570
3.662229   180.587910
3.672229   177.311641
3.682229   174.125345
3.692229   170.828672
3.702229   168.781862
3.712229   166.909175
3.722229   165.080599
3.732229   163.807547
3.742229   163.908693
3.752229   162.993293
3.762229   161.288818
3.772229   160.951441
3.782229   160.923420
3.792229   160.644213
3.802229   159.374344
3.812229   157.597801
3.822229   156.436238
3.832229   155.183718
3.842229   154.243205
3.852229   151.135346
3.862229   150.701029
3.872229   151.325569
3.882229   150.322296
3.892229   150.122691
3.902229   150.629393
3.912229   151.393399
3.922229   151.446198
3.932229   150.972604
3.942229   152.296843
3.952229   152.407757
3.962229   152.750781
3.972229   153.277698
3.982229   152.768870
3.992229   152.242681
4.002229   151.896436
4.012229   151.693515
4.022229   152.881912
4.032229   153.492223
4.042229   154.917558
4.052229   155.511887
4.062229   156.016937
4.072229   158.873107
4.082229   161.252966
4.092229   164.547509
4.102229   167.560883
4.112229   171.602398
4.122229   175.207280
4.132229   180.355203
4.142229   186.867274
4.152229   196.027981
4.162229   218.014367
4.172229   236.317321
4.182229   255.259924
4.192229   296.129377
4.202229   327.588843
4.212229   358.848911
4.222229   393.606088
4.232229   413.735711
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
