60 3
Time_s   F0_Hz
4.593615   239.240885
4.603615   230.274363
4.613615   228.713810
4.623615   228.356282
4.633615   226.776121
4.643615   223.068583
4.653615   217.998799
4.663615   212.900119
4.673615   207.168201
4.683615   204.953312
4.693615   203.029624
4.703615   201.126243
4.713615   200.662292
4.723615   200.842526
4.733615   199.665503
4.743615   200.286883
4.753615   202.421795
4.763615   204.127685
4.773615   205.388895
4.783615   205.469769
4.793615   205.194101
4.803615   206.250128
4.813615   207.797352
4.823615   209.052044
4.833615   212.822858
4.843615   216.535413
4.853615   219.375553
4.863615   222.639898
4.873615   228.803635
4.883615   235.019243
4.893615   238.721803
4.903615   242.582943
4.913615   241.686746
4.923615   235.273876
4.933615   224.473564
