48 2
Time_s   F0_Hz
--undefined--   --undefined--
1.374500   131.655411
1.384500   130.793312
1.394500   128.671065
1.404500   129.658634
1.414500   130.094940
1.424500   129.205926
1.434500   131.534289
1.444500   136.301015
1.454500   129.770112
1.464500   127.582327
1.474500   127.361321
1.484500   129.551708
1.494500   130.763111
1.504500   131.919930
1.514500   132.818279
1.524500   133.191287
1.534500   133.416367
1.544500   133.681195
1.554500   133.704160
1.564500   133.640176
1.574500   133.098458
1.584500   132.580987
1.594500   132.333855
1.604500   131.729994
1.614500   131.319203
1.624500   131.247069
1.634500   131.509822
1.644500   131.875717
1.654500   132.611573
1.664500   133.850037
1.674500   134.755564
1.684500   135.571077
1.694500   135.876993
1.704500   135.542947
1.714500   134.973388
1.724500   134.641129
1.734500   135.086150
1.744500   136.619720
1.754500   138.042116
1.764500   139.163249
1.774500   140.313971
1.784500   141.410475
1.794500   142.949223
1.804500   144.331000
1.814500   146.490186
1.824500   152.246993
1.834500   152.358331
1.844500   152.196548
1.854500   152.331060
1.864500   152.383983
1.874500   152.439625
1.884500   156.734623
1.894500   157.943324
1.904500   160.797188
1.914500   164.282370
1.924500   167.008011
1.934500   171.816925
1.944500   174.077224
1.954500   180.690492
1.964500   184.653520
1.974500   191.083893
1.984500   195.162305
1.994500   195.063431
2.004500   194.310358
2.014500   195.371078
2.024500   195.540872
