60 2
Time_s   F0_Hz
3.873615   261.592811
3.883615   253.284702
3.893615   247.846409
3.903615   239.906289
3.913615   235.219456
3.923615   233.627938
3.933615   227.660137
3.943615   221.981962
3.953615   215.220404
3.963615   207.361261
3.973615   214.614965
3.983615   210.158947
3.993615   208.101671
4.003615   204.127861
4.013615   200.766496
4.023615   215.619363
4.033615   218.236282
4.043615   214.491179
4.053615   214.436662
4.063615   214.865941
4.073615   214.895658
4.083615   214.153090
4.093615   211.191387
4.103615   210.548699
4.113615   212.734237
4.123615   212.204736
4.133615   212.027523
4.143615   211.352906
4.153615   210.923344
4.163615   211.003164
4.173615   210.719239
4.183615   210.634891
4.193615   211.483849
4.203615   213.616119
4.213615   214.986334
4.223615   217.989077
4.233615   220.399015
4.243615   222.739275
4.253615   228.658462
4.263615   232.373975
4.273615   237.451719
4.283615   240.165114
4.293615   242.083637
4.303615   242.849358
4.313615   242.600191
4.323615   240.996817
4.333615   241.580906
4.343615   242.066735
4.353615   241.383248
4.363615   233.968447
4.373615   231.443955
4.383615   238.421837
4.393615   241.683437
4.403615   240.978795
