49 3
Time_s   F0_Hz
3.362427   250.822737
3.372427   256.483678
3.382427   247.448051
3.392427   227.516803
3.402427   206.945133
3.412427   198.632746
3.422427   193.623480
3.432427   190.961764
3.442427   188.421692
3.452427   186.571558
3.462427   185.122386
3.472427   184.264199
3.482427   183.212620
3.492427   181.565192
3.502427   179.065917
3.512427   177.055991
3.522427   173.677978
3.532427   169.621143
3.542427   167.001699
3.552427   82.897939
3.562427   82.593739
3.572427   82.217260
3.582427   81.724018
3.592427   80.778671
3.602427   79.987506
3.612427   79.234160
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
3.652427   81.802166
3.662427   92.659995
3.672427   100.116724
3.682427   97.710161
3.692427   95.211831
3.702427   94.429929
3.712427   96.005293
3.722427   93.980766
3.732427   90.537453
3.742427   100.036588
3.752427   100.791057
3.762427   103.030048
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
3.812427   172.557153
3.822427   184.439539
3.832427   190.911998
3.842427   190.162332
3.852427   188.796511
