11 1
Time_s   F0_Hz
0.961633   333.321373
0.971633   336.144906
0.981633   334.121758
0.991633   332.876640
1.001633   331.935628
1.011633   331.304492
1.021633   332.342660
1.031633   334.281938
1.041633   333.436540
1.051633   330.796678
1.061633   328.482056
1.071633   328.568637
1.081633   329.240439
1.091633   329.217642
1.101633   329.649004
1.111633   328.927112
1.121633   327.380983
1.131633   325.834302
1.141633   324.457695
1.151633   324.386866
1.161633   325.158169
1.171633   326.616374
1.181633   327.647260
1.191633   328.891987
1.201633   329.106307
1.211633   329.366840
1.221633   329.988662
1.231633   330.188262
1.241633   330.362819
1.251633   330.995576
1.261633   330.883905
1.271633   331.936765
1.281633   332.963005
1.291633   333.226086
1.301633   332.152570
1.311633   331.664946
1.321633   331.808615
1.331633   332.717494
1.341633   332.750066
1.351633   334.832684
1.361633   337.147612
1.371633   332.940358
1.381633   328.142611
