4 4
Time_s   F0_Hz
1.710544   126.157771
--undefined--   --undefined--
1.730544   143.859073
1.740544   139.386102
1.750544   137.874021
1.760544   136.614481
1.770544   134.975660
1.780544   132.965356
1.790544   130.380045
1.800544   127.497348
1.810544   123.228879
1.820544   117.104558
1.830544   112.969506
1.840544   108.081728
1.850544   105.047348
1.860544   102.251871
1.870544   99.920466
1.880544   98.866069
1.890544   97.636376
1.900544   92.376610
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
