40 2
Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
6.212109   332.963540
6.222109   331.873868
6.232109   327.828032
6.242109   324.067114
6.252109   323.555063
6.262109   322.936890
6.272109   320.695089
6.282109   317.658074
6.292109   312.419232
6.302109   306.729083
6.312109   300.347919
6.322109   292.986988
6.332109   283.408675
6.342109   275.284922
6.352109   263.781922
6.362109   253.207657
6.372109   246.993749
6.382109   242.810305
6.392109   239.551481
6.402109   236.048696
6.412109   232.150329
6.422109   228.999061
6.432109   224.513596
6.442109   220.153358
6.452109   216.013435
6.462109   212.904390
6.472109   206.356839
6.482109   201.975800
6.492109   198.593951
6.502109   189.502890
6.512109   186.801244
6.522109   185.281568
6.532109   187.338962
6.542109   201.672075
6.552109   180.494344
6.562109   169.866735
6.572109   165.316344
6.582109   164.049418
6.592109   163.855134
6.602109   166.230568
6.612109   186.302793
6.622109   187.877700
6.632109   185.963345
6.642109   181.377560
--undefined--   --undefined--
--undefined--   --undefined--
