10 2
Time_s   F0_Hz
0.620302   114.511961
0.630302   112.234081
0.640302   110.456847
0.650302   107.632654
0.660302   104.410775
0.670302   102.338058
0.680302   100.049688
0.690302   97.936566
0.700302   95.540138
0.710302   93.538239
0.720302   92.175651
--undefined--   --undefined--
--undefined--   --undefined--
0.750302   96.032270
0.760302   92.224591
0.770302   90.420382
0.780302   89.692759
0.790302   89.056219
0.800302   88.013534
0.810302   87.758814
0.820302   87.761166
0.830302   87.145977
0.840302   88.905375
0.850302   88.650439
0.860302   83.974004
0.870302   81.316957
0.880302   80.936620
0.890302   78.358029
0.900302   80.327746
0.910302   80.436717
0.920302   86.485688
0.930302   87.209271
0.940302   87.385464
0.950302   84.463785
0.960302   85.756207
0.970302   86.397435
0.980302   84.793908
0.990302   85.808298
1.000302   89.904736
1.010302   89.527685
1.020302   89.126607
1.030302   86.059219
1.040302   75.806687
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.110302   139.187316
1.120302   142.499855
1.130302   160.502835
1.140302   165.870590
1.150302   164.762144
1.160302   161.461368
