7 2
Time_s   F0_Hz
--undefined--   --undefined--
1.742750   101.606132
1.752750   103.321402
1.762750   103.796736
1.772750   105.243457
1.782750   99.223842
1.792750   98.386479
1.802750   97.631153
1.812750   96.909411
1.822750   96.615589
1.832750   96.092358
1.842750   95.813172
1.852750   95.336324
1.862750   94.888758
1.872750   94.954284
1.882750   94.926899
1.892750   94.872721
1.902750   94.378490
1.912750   95.138033
1.922750   95.709652
1.932750   95.983266
1.942750   96.541684
1.952750   97.153061
1.962750   98.209924
1.972750   99.541010
1.982750   101.403090
1.992750   103.213592
2.002750   105.200704
2.012750   108.653845
2.022750   111.583455
2.032750   113.991405
2.042750   115.461093
2.052750   116.914335
2.062750   117.981293
2.072750   119.803349
2.082750   121.448017
2.092750   119.812507
--undefined--   --undefined--
--undefined--   --undefined--
