0 2
Time_s   F0_Hz
--undefined--   --undefined--
1.953503   124.404726
1.963503   122.877900
1.973503   123.762477
1.983503   122.747791
1.993503   121.082194
2.003503   117.134261
2.013503   115.573242
2.023503   113.757560
2.033503   112.275701
2.043503   112.555078
2.053503   112.711405
2.063503   113.498811
2.073503   113.119974
2.083503   113.360217
2.093503   114.302328
2.103503   114.748470
2.113503   115.746978
2.123503   117.476196
2.133503   119.459143
2.143503   120.292233
2.153503   121.346306
2.163503   121.933995
2.173503   122.258222
2.183503   122.474996
2.193503   123.311337
2.203503   123.299521
2.213503   123.171672
2.223503   123.565333
2.233503   123.809056
2.243503   124.522084
2.253503   124.984982
2.263503   125.150284
2.273503   125.176643
2.283503   125.491686
2.293503   125.616610
2.303503   126.278805
2.313503   126.550819
2.323503   126.202869
2.333503   125.826225
2.343503   126.230233
2.353503   126.868790
2.363503   127.094543
2.373503   127.045976
2.383503   126.608938
2.393503   126.276885
2.403503   125.781159
2.413503   125.500942
2.423503   125.861522
2.433503   126.092926
2.443503   126.101644
2.453503   126.145991
2.463503   125.606302
2.473503   125.876315
2.483503   125.792663
2.493503   126.120122
2.503503   127.427648
2.513503   128.852892
2.523503   130.009055
2.533503   131.514158
2.543503   132.970765
2.553503   135.662169
2.563503   138.298596
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
