43 3
Time_s   F0_Hz
2.264865   216.436302
2.274865   233.426476
2.284865   233.663869
2.294865   231.665154
2.304865   230.462617
2.314865   226.265593
2.324865   224.207138
2.334865   225.092650
2.344865   225.524056
2.354865   225.238967
2.364865   218.776701
2.374865   207.203451
2.384865   201.195473
2.394865   196.745485
2.404865   193.470333
2.414865   194.781142
2.424865   198.434761
2.434865   207.103977
2.444865   216.927976
2.454865   223.719747
2.464865   222.932918
2.474865   224.721543
2.484865   201.056993
2.494865   199.498721
2.504865   200.387114
2.514865   192.671902
2.524865   223.070307
2.534865   218.866416
--undefined--   --undefined--
