Time_s   F0_Hz
0.761247   159.854816
0.771247   156.832530
0.781247   153.399676
0.791247   152.605224
0.801247   152.300489
0.811247   152.355548
0.821247   152.096996
0.831247   151.849714
0.841247   152.003211
0.851247   153.205313
0.861247   153.216367
0.871247   152.936307
0.881247   153.375371
0.891247   153.369383
0.901247   153.291313
0.911247   153.158113
0.921247   153.131593
0.931247   153.312894
0.941247   152.542071
0.951247   152.579933
0.961247   153.041209
0.971247   153.495020
0.981247   153.968611
0.991247   154.241743
1.001247   154.640143
1.011247   154.965760
1.021247   154.979383
1.031247   155.433207
1.041247   156.150286
1.051247   156.742455
1.061247   157.375099
1.071247   156.313452
1.081247   155.837092
1.091247   155.347012
1.101247   154.808391
1.111247   155.265752
1.121247   155.382365
1.131247   154.816643
1.141247   155.762485
1.151247   159.411153
1.161247   160.429292
1.171247   161.080424
1.181247   158.574152
