Time_s   F0_Hz
1.020500   320.207991
1.030500   308.593467
1.040500   304.921375
1.050500   306.996734
1.060500   307.458166
1.070500   307.353144
1.080500   307.181549
1.090500   306.892311
1.100500   306.060417
1.110500   305.436068
1.120500   305.075249
1.130500   305.508012
1.140500   306.991003
1.150500   307.261190
1.160500   309.316801
1.170500   311.388063
1.180500   313.226716
1.190500   315.354212
1.200500   318.909574
1.210500   322.099462
1.220500   324.095539
1.230500   325.615145
1.240500   326.297382
1.250500   327.570077
1.260500   328.294262
1.270500   328.673492
1.280500   328.144078
1.290500   328.357562
1.300500   329.134801
1.310500   330.071054
1.320500   330.578535
1.330500   330.370552
1.340500   329.274931
1.350500   328.365861
1.360500   328.187839
1.370500   327.849909
1.380500   327.226744
1.390500   326.802536
1.400500   326.869677
1.410500   327.031076
1.420500   326.941837
1.430500   326.617662
1.440500   326.468691
1.450500   326.900399
1.460500   326.903931
1.470500   325.942619
1.480500   325.038616
1.490500   324.685499
1.500500   324.236975
1.510500   323.880204
1.520500   323.453541
1.530500   322.819232
1.540500   322.160906
1.550500   320.504594
1.560500   317.009346
1.570500   313.426093
1.580500   308.039032
1.590500   301.944187
1.600500   301.196049
1.610500   297.399895
1.620500   291.462048
1.630500   284.789226
1.640500   280.790036
1.650500   286.322496
