Time_s   F0_Hz
3.429887   136.355119
3.439887   136.354197
3.449887   136.989930
3.459887   137.937322
3.469887   137.950592
3.479887   138.269207
3.489887   138.131149
3.499887   137.843194
3.509887   137.101122
3.519887   135.738947
3.529887   134.314157
3.539887   132.953587
3.549887   130.707042
3.559887   128.708491
3.569887   127.249625
3.579887   125.163831
3.589887   122.923254
3.599887   122.083383
3.609887   120.474959
3.619887   119.563325
3.629887   117.648540
3.639887   115.603517
3.649887   114.585357
3.659887   115.006663
3.669887   114.326024
3.679887   113.881075
3.689887   116.408785
3.699887   117.198529
3.709887   121.264669
3.719887   123.078545
