12 3
Time_s   F0_Hz
1.693500   200.012330
1.703500   196.026112
1.713500   190.828881
1.723500   187.742961
1.733500   184.073304
1.743500   181.102275
1.753500   180.305481
1.763500   178.550010
1.773500   177.622215
1.783500   177.203771
1.793500   176.782606
1.803500   175.599326
1.813500   175.196510
1.823500   174.573322
1.833500   174.109580
1.843500   173.860157
1.853500   173.944731
1.863500   175.141891
1.873500   175.921629
1.883500   176.676157
1.893500   176.767075
1.903500   176.953496
1.913500   177.094666
1.923500   177.294079
1.933500   176.969209
1.943500   176.827461
1.953500   176.865612
1.963500   177.215967
1.973500   177.642166
1.983500   177.974238
1.993500   178.331357
2.003500   178.369861
2.013500   178.442892
2.023500   180.460247
2.033500   184.747133
2.043500   186.910756
2.053500   187.983308
--undefined--   --undefined--
