21 3
Time_s   F0_Hz
--undefined--   --undefined--
3.494500   128.931884
3.504500   112.404256
3.514500   111.553258
3.524500   110.692413
3.534500   109.668361
3.544500   108.713580
3.554500   108.030398
3.564500   106.499544
3.574500   105.849312
3.584500   104.359332
3.594500   103.027057
3.604500   101.976434
3.614500   101.336737
3.624500   100.717002
3.634500   100.183556
3.644500   100.161205
3.654500   100.612342
3.664500   100.821408
3.674500   99.974289
3.684500   99.266575
3.694500   98.536483
3.704500   97.837665
3.714500   97.857880
3.724500   97.578655
3.734500   98.212362
3.744500   98.364542
3.754500   97.678694
3.764500   97.027797
3.774500   96.285720
3.784500   97.876570
3.794500   99.507922
3.804500   101.508796
3.814500   102.321912
3.824500   103.972948
3.834500   103.987946
3.844500   104.035176
3.854500   104.321417
3.864500   105.886745
3.874500   109.380168
3.884500   108.904604
3.894500   112.013560
3.904500   121.905401
3.914500   119.566644
3.924500   131.409812
3.934500   131.747604
3.944500   132.934527
--undefined--   --undefined--
