Time_s   F0_Hz
3.343615   311.883665
3.353615   323.841283
3.363615   336.171186
3.373615   346.429785
3.383615   341.497273
3.393615   321.508938
3.403615   317.681035
3.413615   315.624939
3.423615   314.670627
3.433615   313.659312
3.443615   312.659793
3.453615   312.824282
3.463615   314.004476
3.473615   314.302785
3.483615   313.974838
3.493615   313.368969
3.503615   312.259277
3.513615   311.211920
3.523615   310.711304
3.533615   311.224956
3.543615   313.045776
3.553615   315.094816
3.563615   317.963450
3.573615   320.547195
3.583615   321.601004
3.593615   323.133640
3.603615   324.472869
3.613615   326.305466
3.623615   324.421174
3.633615   320.900141
3.643615   317.475343
3.653615   314.619636
