9 3
Time_s   F0_Hz
--undefined--   --undefined--
1.711500   92.820737
1.721500   92.694713
1.731500   84.386095
1.741500   85.903300
1.751500   86.013579
1.761500   84.957851
1.771500   84.248810
1.781500   83.856478
1.791500   83.659947
1.801500   83.117439
1.811500   82.327198
1.821500   82.045581
1.831500   80.899606
1.841500   79.566780
1.851500   78.854860
1.861500   77.658350
1.871500   78.598391
1.881500   78.198940
1.891500   77.610120
1.901500   78.088130
1.911500   77.346874
1.921500   79.950156
1.931500   79.590597
1.941500   79.019134
1.951500   80.468310
1.961500   79.310017
1.971500   80.809110
1.981500   80.069329
1.991500   78.459211
2.001500   79.073571
2.011500   77.046879
2.021500   75.356679
--undefined--   --undefined--
